"province","ID_INE","Date","Incidence","Median_Age","Male2Female","Older","GDPpc","Density","Transit","Mean_Temp_lag8","Humidity_lag8","Sunshine_Hours_lag8","Mean_Temp_lag11","Humidity_lag11","Sunshine_Hours_lag11","Mean_Temp_lag11w","Humidity_lag11w","Sunshine_Hours_lag11w"
"Cantabria",39,"2020-03-13",4.99072413686287,45.57,95.13,16.41,21.905,109.207775140109,0,12.025,77.625,3.325,12.1272727272727,78.7272727272727,4.53636363636364,12.1252004280874,78.976685007189,4.37295106335784
"Cantabria",39,"2020-03-14",5.33491200837065,45.57,95.13,16.41,21.905,109.207775140109,0,11.975,78.375,3.1625,12.1090909090909,80.3636363636364,4.10909090909091,12.2438650392731,80.4285216182134,5.38093996872903
"Cantabria",39,"2020-03-15",8.77679072344849,45.57,95.13,16.41,21.905,109.207775140109,0,12.2875,78.25,3.9,12.2545454545455,80.0909090909091,4.60909090909091,12.3069421921734,82.2073090719074,5.64574342631003
"Cantabria",39,"2020-03-16",9.98144827372573,45.57,95.13,16.41,21.905,109.207775140109,0,12.475,79.375,4.8625,12.1454545454545,80.3636363636364,5.33636363636364,12.1237981231938,82.7586549088269,6.00059377155872
"Cantabria",39,"2020-03-17",9.98144827372573,45.57,95.13,16.41,21.905,109.207775140109,0,12.2,80.875,4.7,11.8545454545455,80.8181818181818,5.63636363636364,11.7834194574373,82.5164623350308,6.67781364568035
"Cantabria",39,"2020-03-18",11.7023876312646,45.57,95.13,16.41,21.905,109.207775140109,0,11.7875,81.25,5.2375,11.4090909090909,81.5454545454545,5.25454545454545,11.4443759891959,82.4943933564652,6.67543205764216
"Cantabria",39,"2020-03-19",14.283796667573,45.57,95.13,16.41,21.905,109.207775140109,0,11.95,81.75,6.1625,11.6363636363636,82.6363636363636,5.31818181818182,11.1426048328647,82.7760468908052,5.85217342697638
"Cantabria",39,"2020-03-20",24.7815267485604,45.57,95.13,16.41,21.905,109.207775140109,0,11.925,81.875,6.15,11.6636363636364,83.4545454545455,5.30909090909091,11.0244763008633,83.779183132403,5.0658916991778
"Cantabria",39,"2020-03-21",37.0001961870868,45.57,95.13,16.41,21.905,109.207775140109,0,11.475,82.625,5.9625,11.5727272727273,85.3636363636364,5.17272727272727,11.1243288478014,85.8509737066067,4.49212886844814
"Cantabria",39,"2020-03-22",48.5304898825975,45.57,95.13,16.41,21.905,109.207775140109,0,11.4,83.625,6.1125,11.6272727272727,86.6363636363636,5.21818181818182,11.3655517349121,88.4115551132745,3.8373156861574
"Cantabria",39,"2020-03-23",59.7165957066005,45.57,95.13,16.41,21.905,109.207775140109,0,11.4,85.375,5.575,11.8272727272727,87.5454545454545,5.29090909090909,11.7446513151628,90.375998973088,3.65178349436229
"Cantabria",39,"2020-03-24",73.139922695404,45.57,95.13,16.41,21.905,109.207775140109,0,11.2625,86.75,4.2,11.8363636363636,87.7272727272727,4.92727272727273,12.2195404512264,91.0146693168021,4.30096852382174
"Cantabria",39,"2020-03-25",87.7679072344849,45.57,95.13,16.41,21.905,109.207775140109,0,11.3125,87,4.6875,11.9181818181818,87.2727272727273,5.57272727272727,12.6258922497776,90.6209830296665,5.2452962566622
"Cantabria",39,"2020-03-26",115.475030890861,45.57,95.13,16.41,21.905,109.207775140109,0,11.7,88.5,4.8375,12.1181818181818,88.0909090909091,5.84545454545455,12.9015369111707,89.831251226877,6.11086595979918
"Cantabria",39,"2020-03-27",139.396087960652,45.57,95.13,16.41,21.905,109.207775140109,0,12.05,89.5,4.3,12.2272727272727,87.9090909090909,5.64545454545455,12.9959052691035,88.5305851494304,7.09828470694416
"Cantabria",39,"2020-03-28",161.252017801397,45.57,95.13,16.41,21.905,109.207775140109,0,12.2875,89.75,4.6125,12.1363636363636,85.7272727272727,5.7,12.787973986629,85.7448997075685,7.80044820565953
"Cantabria",39,"2020-03-29",176.052096276231,45.57,95.13,16.41,21.905,109.207775140109,0,12.7625,90.25,6.05,12.1636363636364,84.0909090909091,6.75454545454545,12.3015478299595,81.0331919739555,8.05522047716915
"Cantabria",39,"2020-03-30",189.303329329281,45.57,95.13,16.41,21.905,109.207775140109,0,12.7625,89,6.6125,12.1181818181818,82.6363636363636,7.4,11.7119253241993,76.2454580459162,8.48850164970307
"Cantabria",39,"2020-03-31",201.521998767807,45.57,95.13,16.41,21.905,109.207775140109,0,12.575,85,6.6875,12,81.2727272727273,7.5,11.2889548271105,73.4666654185337,8.97865251863916
"Cantabria",39,"2020-04-01",208.749944069471,45.57,95.13,16.41,21.905,109.207775140109,0,12.2875,80.875,8.1375,11.5,79.3636363636364,7.86363636363637,10.8602093371774,72.9230911985944,8.81143683612273
"Cantabria",39,"2020-04-02",218.215110535935,45.57,95.13,16.41,21.905,109.207775140109,0,12.075,78.125,9.1125,10.9545454545455,78.6363636363636,7.6,10.0972070250078,73.8757122481899,7.80489244380281
"Cantabria",39,"2020-04-03",227.336089130891,45.57,95.13,16.41,21.905,109.207775140109,0,11.6375,76.75,8.6125,10.8545454545455,77.9363636363636,7.18181818181818,9.43229444165082,75.8937430214518,6.41514341063982
"Cantabria",39,"2020-04-04",238.178007083386,45.57,95.13,16.41,21.905,109.207775140109,0,10.8,75.25,8.2375,10.7545454545455,77.3272727272727,7.17272727272727,9.5110926035848,77.8521957982637,5.53502504888494
"Cantabria",39,"2020-04-05",247.987361421358,45.57,95.13,16.41,21.905,109.207775140109,0,9.9875,75.125,7.475,10.5636363636364,76.8090909090909,7.4,10.0287703136286,79.2195491400774,5.4907146383758
"Cantabria",39,"2020-04-06",255.215306723022,45.57,95.13,16.41,21.905,109.207775140109,0,9.9625,74.5375,6.675,10.7454545454545,76.3818181818182,7.38181818181818,10.6738291130084,80.0561249473623,6.19360407503489
"Cantabria",39,"2020-04-07",258.312997566592,45.57,95.13,16.41,21.905,109.207775140109,0,10.025,74.95,6.4,11.4363636363636,76.6818181818182,7.3,11.7427426020357,80.5883835497566,7.23013346890708
"Cantabria",39,"2020-04-08",270.531667005118,45.57,95.13,16.41,21.905,109.207775140109,0,10.125,77.4875,6.95,11.6545454545455,78.5272727272727,6.87272727272727,13.0768035483284,80.9958787099484,7.65483988672773
"Cantabria",39,"2020-04-09",278.620081985551,45.57,95.13,16.41,21.905,109.207775140109,0,10.8125,79.65,6.9125,11.9545454545455,80.1,6.32727272727273,13.8398210570831,81.2193157151408,7.00973601359443
"Cantabria",39,"2020-04-10",285.503839415707,45.57,95.13,16.41,21.905,109.207775140109,0,11.825,80.8125,6.475,12.1181818181818,80.9454545454545,5.40909090909091,13.9552192863355,81.3060364503766,6.06323089611463
"Cantabria",39,"2020-04-11",295.82947556094,45.57,95.13,16.41,21.905,109.207775140109,0,12.1,81.225,5.825,12.5545454545455,81.2454545454545,5.66363636363636,13.8760228101324,81.323048460249,5.32888235041312
"Castellon/Castello",12,"2020-03-13",0.434986863396725,43.33,98.6,21.9,25,173.275895385621,0,16.475,55.76875,8.7375,16.0363636363636,58.1390909090909,8.2,15.0189166407236,59.0364107100308,7.9089715278767
"Castellon/Castello",12,"2020-03-14",0.608981608755416,43.33,98.6,21.9,25,173.275895385621,0,15.9625,54.83625,8.4,15.6545454545455,61.49,8.26363636363636,14.904212027616,63.2014969610164,7.77280481682085
"Castellon/Castello",12,"2020-03-15",2.17493431698363,43.33,98.6,21.9,25,173.275895385621,0,15.65,57.6625,7.7,15.5727272727273,64.3636363636364,8.45454545454546,14.9580372343095,68.8953855573524,8.20401819587539
"Castellon/Castello",12,"2020-03-16",2.78391592573904,43.33,98.6,21.9,25,173.275895385621,0,15.5,61.56625,8.0875,15.3454545454545,67.7572727272727,8.69090909090909,14.9828784957439,73.7979892820704,8.80189712034177
"Castellon/Castello",12,"2020-03-17",3.39289753449446,43.33,98.6,21.9,25,173.275895385621,0,15.1875,64.63625,8.4,15.0454545454545,70.0263636363636,8.6,14.917435126164,77.3166897549992,9.16571604611166
"Castellon/Castello",12,"2020-03-18",4.69785812468463,43.33,98.6,21.9,25,173.275895385621,0,14.7375,67.52375,8.725,14.6181818181818,73.8172727272727,7.89090909090909,14.7759155150592,81.0734312749176,8.73371034858442
"Castellon/Castello",12,"2020-03-19",5.13284498808136,43.33,98.6,21.9,25,173.275895385621,0,14.7,70.7475,8.9625,14.5090909090909,77.8072727272727,7.13636363636363,14.5844209601568,85.4834182181725,7.24596300697208
"Castellon/Castello",12,"2020-03-20",9.04772675865189,43.33,98.6,21.9,25,173.275895385621,0,14.7625,76.0225,8.5875,14.4818181818182,81.7618181818182,6.32727272727273,14.3510730842869,89.4966353637449,5.3449641783849
"Castellon/Castello",12,"2020-03-21",9.04772675865189,43.33,98.6,21.9,25,173.275895385621,0,14.725,79.635,7.25,14.3818181818182,83.5345454545454,6.09090909090909,14.112481948554,91.7408314282196,4.02465409546472
"Castellon/Castello",12,"2020-03-22",9.04772675865189,43.33,98.6,21.9,25,173.275895385621,0,14.5,86.15,6.3875,14.2545454545455,87.6636363636363,5.66363636363636,13.894186498002,92.5970879207094,3.74014390619097
"Castellon/Castello",12,"2020-03-23",18.3564456353418,43.33,98.6,21.9,25,173.275895385621,0,14.5375,88.8,6.1625,14.1818181818182,89.0818181818182,5.41818181818182,13.7453277945832,92.422512270412,3.58346028378515
"Castellon/Castello",12,"2020-03-24",19.92239834357,43.33,98.6,21.9,25,173.275895385621,0,14.2,90.6875,5.8375,13.9545454545455,91.1454545454545,4.60909090909091,13.559048845816,92.0355780098451,3.03942838681912
"Castellon/Castello",12,"2020-03-25",23.4022932507438,43.33,98.6,21.9,25,173.275895385621,0,14.0375,90.825,4.825,13.8727272727273,91.8272727272727,3.74545454545455,13.4580957929299,92.4324873549171,2.45535934180877
"Castellon/Castello",12,"2020-03-26",32.4500200093957,43.33,98.6,21.9,25,173.275895385621,0,13.7375,91.65,3.525,13.6181818181818,92.4,2.80909090909091,13.4500121412262,93.2688474849734,1.91505441531238
"Castellon/Castello",12,"2020-03-27",35.8429175438902,43.33,98.6,21.9,25,173.275895385621,0,13.5875,93.725,2.475,13.1181818181818,93.3636363636364,2.02727272727273,13.1870468722949,93.2125887493334,1.46079769297069
"Castellon/Castello",12,"2020-03-28",39.0618203330259,43.33,98.6,21.9,25,173.275895385621,0,13.575,94.6125,1.725,12.7636363636364,92.3272727272727,1.99090909090909,12.5248925999826,92.1738064095568,1.4506846983273
"Castellon/Castello",12,"2020-03-29",47.152575992205,43.33,98.6,21.9,25,173.275895385621,0,13.3625,93.075,1.7375,12.4818181818182,90.3818181818182,2.72727272727273,11.8441227368935,89.8857347928845,2.24865981936297
"Castellon/Castello",12,"2020-03-30",50.9804603900962,43.33,98.6,21.9,25,173.275895385621,0,12.7875,92.1375,1.9375,12.3454545454545,87.5063636363636,3.51818181818182,11.426829846301,86.4531411302993,3.60086406615992
"Castellon/Castello",12,"2020-03-31",53.3293894524385,43.33,98.6,21.9,25,173.275895385621,0,12.4,90.55,2.625,12.5363636363636,85.1909090909091,4.37272727272727,11.4971776503747,82.0873648120697,5.11755296407616
"Castellon/Castello",12,"2020-04-01",57.4182659683678,43.33,98.6,21.9,25,173.275895385621,0,12.1125,89.05,2.625,12.3090909090909,83.4545454545455,3.7,11.9525949911403,77.8701616552865,6.14617880448812
"Castellon/Castello",12,"2020-04-02",60.6371687575035,43.33,98.6,21.9,25,173.275895385621,0,11.875,85.93375,3.4375,11.9272727272727,84.1454545454545,3.51818181818182,12.0831245224265,75.9968767382324,5.94842107823139
"Castellon/Castello",12,"2020-04-03",64.3780557827154,43.33,98.6,21.9,25,173.275895385621,0,12.275,83.45,4.725,12.1454545454545,85.3,3.88181818181818,11.9740884340144,78.4692511446131,4.98205599627743
"Castellon/Castello",12,"2020-04-04",68.4669322986446,43.33,98.6,21.9,25,173.275895385621,0,11.9375,80.1125,4.5875,12.1636363636364,84.8727272727273,4.00909090909091,12.1652478021778,83.1150667121028,4.17738588832526
"Castellon/Castello",12,"2020-04-05",74.121761522802,43.33,98.6,21.9,25,173.275895385621,0,11.3625,80.2625,4.5125,12.1272727272727,83.1272727272727,4.78181818181818,12.5557566733912,86.5421518943222,3.98793637795435
"Castellon/Castello",12,"2020-04-06",75.6007168583509,43.33,98.6,21.9,25,173.275895385621,0,11.7125,81.8875,5,12.2181818181818,83.2454545454545,5.77272727272727,12.942262358086,87.5084500490801,4.73891358296538
"Castellon/Castello",12,"2020-04-07",76.2096984671063,43.33,98.6,21.9,25,173.275895385621,0,12.275,82.05,5.2,12.6363636363636,83.1545454545454,6.33636363636364,13.2046944477624,87.5592998528855,5.99674467420964
"Castellon/Castello",12,"2020-04-08",78.2106380387312,43.33,98.6,21.9,25,173.275895385621,0,12.7,81.9625,5.5625,13,83.9636363636364,6.4,13.3933612879347,87.898645270057,6.93218770532133
"Castellon/Castello",12,"2020-04-09",80.1245802376768,43.33,98.6,21.9,25,173.275895385621,0,13,83.2625,5.925,13.4181818181818,85.2454545454545,5.96363636363636,13.6718452090071,88.4636052818103,7.17965686147284
"Castellon/Castello",12,"2020-04-10",86.736380561307,43.33,98.6,21.9,25,173.275895385621,0,13.1875,86.15375,5.8125,13.7363636363636,86.8572727272727,6.05454545454545,14.0655909686292,89.0169149854575,6.95063362410571
"Castellon/Castello",12,"2020-04-11",91.6952308040297,43.33,98.6,21.9,25,173.275895385621,0,13.0375,88.8625,5.4125,13.7727272727273,88.6363636363636,5.77272727272727,14.4988687893104,88.9386394692974,6.94054304045073
"Ciudad Real",13,"2020-03-13",8.87524432135646,43.83,98.07,19.42,19.849,25.0234409982654,0,11.0125,77.2025,5.3875,12.0727272727273,74.7972727272727,6.84545454545454,11.9130407033191,71.735775924282,8.79656051386569
"Ciudad Real",13,"2020-03-14",9.88379481241969,43.83,98.07,19.42,19.849,25.0234409982654,0,11.0875,75.565,6.4625,12.5818181818182,73.3863636363636,7.60909090909091,13.1122807503724,70.378044006886,9.50793244009861
"Ciudad Real",13,"2020-03-15",17.145358348075,43.83,98.07,19.42,19.849,25.0234409982654,0,11.5125,74.77,6.925,13.1636363636364,73.25,7.91818181818182,14.4249954696857,69.5969699195088,9.94329536853753
"Ciudad Real",13,"2020-03-16",25.6171824730061,43.83,98.07,19.42,19.849,25.0234409982654,0,12.475,72.70875,8.025,13.7181818181818,72.2409090909091,8.62727272727273,15.4537147600638,69.5488704701488,10.1976857364388
"Ciudad Real",13,"2020-03-17",28.0377036515579,43.83,98.07,19.42,19.849,25.0234409982654,0,13.075,70.86875,9.3375,13.9181818181818,71.9863636363636,9.26363636363636,15.9162404108776,70.4455923029187,10.1379694988378
"Ciudad Real",13,"2020-03-18",35.8035424327448,43.83,98.07,19.42,19.849,25.0234409982654,0,13.775,69.68125,9.925,13.4636363636364,72.1045454545455,9.22727272727273,15.6402488539017,72.3282611049904,9.57884518720605
"Ciudad Real",13,"2020-03-19",43.5693812139317,43.83,98.07,19.42,19.849,25.0234409982654,0,14.475,69.94375,10.2375,13.4909090909091,72.6681818181818,9.38181818181818,14.4416277060297,74.6447046332365,8.80564844613667
"Ciudad Real",13,"2020-03-20",80.6840392850587,43.83,98.07,19.42,19.849,25.0234409982654,0,15.25,71.17875,9.875,13.8090909090909,73.2390909090909,8.99090909090909,13.1617156565139,76.2551972261254,8.2108040234066
"Ciudad Real",13,"2020-03-21",101.863599597387,43.83,98.07,19.42,19.849,25.0234409982654,0,14.775,72.52875,9.425,13.9363636363636,73.4390909090909,9.02727272727273,12.4367719366484,76.779561797446,7.8207293415839
"Ciudad Real",13,"2020-03-22",101.863599597387,43.83,98.07,19.42,19.849,25.0234409982654,0,14.425,73.49125,9.175,13.9272727272727,73.9663636363636,8.81818181818182,12.1920139740016,76.5849998415467,7.77270034844892
"Ciudad Real",13,"2020-03-23",101.863599597387,43.83,98.07,19.42,19.849,25.0234409982654,0,14.1875,74.61125,8.5375,13.5363636363636,75.2718181818182,8.11818181818182,12.1185883222047,76.5025088776966,7.70515433336486
"Ciudad Real",13,"2020-03-24",142.992288622945,43.83,98.07,19.42,19.849,25.0234409982654,0,13.575,75.335,8.3875,12.6272727272727,77.5618181818182,7.25454545454545,11.7354337767915,77.6087737891703,6.99991112169006
"Ciudad Real",13,"2020-03-25",178.513436918192,43.83,98.07,19.42,19.849,25.0234409982654,0,12.9375,76.3625,8.125,12,79.1727272727273,6.67272727272727,11.0293442122925,80.1095207352934,5.84793625893051
"Ciudad Real",13,"2020-03-26",231.361482649906,43.83,98.07,19.42,19.849,25.0234409982654,0,12.025,77.55,7.2,11.3545454545455,80.1363636363636,5.8,10.5452847523085,82.3003959745246,4.79938654362087
"Ciudad Real",13,"2020-03-27",286.831759658384,43.83,98.07,19.42,19.849,25.0234409982654,0,10.975,80.025,6.1375,10.9090909090909,80.2272727272727,5.91818181818182,10.3741283889211,82.9975022396333,4.23628511624051
"Ciudad Real",13,"2020-03-28",311.238681542114,43.83,98.07,19.42,19.849,25.0234409982654,0,10.4375,80.75,5.775,10.7272727272727,79.2945454545455,6.16363636363636,10.4734231017322,81.7604414691538,4.79023811678667
"Ciudad Real",13,"2020-03-29",354.001222363195,43.83,98.07,19.42,19.849,25.0234409982654,0,10.875,80.725,5.2125,10.6181818181818,79.3127272727273,5.69090909090909,10.6589387715309,79.7013582778203,5.6005695941499
"Ciudad Real",13,"2020-03-30",411.690310452012,43.83,98.07,19.42,19.849,25.0234409982654,0,10.925,80.3375,5.475,10.5272727272727,78.8945454545455,5.86363636363637,10.3070138750602,78.4581810799029,5.79789978471112
"Ciudad Real",13,"2020-03-31",463.32809559445,43.83,98.07,19.42,19.849,25.0234409982654,0,11.0125,79.505,5.9875,10.3363636363636,78.21,6.34545454545455,9.86264502897833,77.2566834296168,6.31747443281802
"Ciudad Real",13,"2020-04-01",498.42565268345,43.83,98.07,19.42,19.849,25.0234409982654,0,10.2125,80.605,4.8375,9.97272727272727,79.0554545454546,5.5,9.63871508198059,76.0813570255398,6.85090730113169
"Ciudad Real",13,"2020-04-02",566.2002456829,43.83,98.07,19.42,19.849,25.0234409982654,0,9.75,80.2675,5.1125,9.69090909090909,80.4281818181818,4.91818181818182,9.46466559481071,76.6076179799326,6.40117974956654
"Ciudad Real",13,"2020-04-03",624.89788426278,43.83,98.07,19.42,19.849,25.0234409982654,0,9.7875,78.65125,6.1,9.83636363636364,80.4009090909091,5.5,9.49672903530661,78.6776666908199,5.67034603415467
"Ciudad Real",13,"2020-04-04",705.178503351413,43.83,98.07,19.42,19.849,25.0234409982654,0,9.925,77.38875,5.975,10.1,79.1190909090909,5.79090909090909,9.79462974704083,80.2674784419441,5.52311039830564
"Ciudad Real",13,"2020-04-05",777.390718511541,43.83,98.07,19.42,19.849,25.0234409982654,0,9.7625,78.08875,5.7125,10.1545454545455,78.1190909090909,6.42727272727273,10.0919229433132,80.6012241415225,5.76272512060591
"Ciudad Real",13,"2020-04-06",832.054155127168,43.83,98.07,19.42,19.849,25.0234409982654,0,9.9375,77.91375,6.7875,10.4,77.2736363636364,7.20909090909091,10.4956197914768,79.6706065258653,6.54198472241081
"Ciudad Real",13,"2020-04-07",866.950002117956,43.83,98.07,19.42,19.849,25.0234409982654,0,9.8625,78.50125,5.9625,10.8545454545455,77.21,7.15454545454545,11.1700521834171,78.175042378363,7.44570617484509
"Ciudad Real",13,"2020-04-08",897.408226948066,43.83,98.07,19.42,19.849,25.0234409982654,0,9.65,79.13375,6.1375,11.0909090909091,78.8881818181818,6.53636363636364,12.1372450724858,77.3618023008147,7.99237224055592
"Ciudad Real",13,"2020-04-09",952.071663563693,43.83,98.07,19.42,19.849,25.0234409982654,0,10.575,77.92125,7.3,12.1363636363636,78.9427272727273,7.02727272727273,13.2946759111784,78.1179134760215,7.74865499304611
"Ciudad Real",13,"2020-04-10",991.808552911584,43.83,98.07,19.42,19.849,25.0234409982654,0,11.375,78.02125,7.25,12.7454545454545,79.2790909090909,7.02727272727273,14.352329042587,79.3892230312519,7.28777972426224
"Ciudad Real",13,"2020-04-11",1036.38648461658,43.83,98.07,19.42,19.849,25.0234409982654,0,12.05,80.4375,6.25,12.9818181818182,80.9909090909091,6.02727272727273,14.9804470334641,80.2268128151308,7.02810632167083
"Cordoba",14,"2020-03-13",1.14945611568126,43.21,96.32,20.18,17.094,56.8569469026339,0,13.1625,74.40875,9.0375,14.0727272727273,71.4663636363636,9.36363636363637,13.7747723159043,66.2542257001133,10.2651885295236
"Cordoba",14,"2020-03-14",4.47010711653825,43.21,96.32,20.18,17.094,56.8569469026339,0,13.1375,71.29375,9.5125,14.4181818181818,69.3981818181818,9.65454545454545,14.8518738593055,65.2667661606643,10.2411110800836
"Cordoba",14,"2020-03-15",4.72554180891186,43.21,96.32,20.18,17.094,56.8569469026339,0,13.45,69.63875,9.7125,14.3909090909091,70.5436363636364,9.80909090909091,15.6999090777931,65.9044490218923,10.2099555480585
"Cordoba",14,"2020-03-16",8.68477954070288,43.21,96.32,20.18,17.094,56.8569469026339,0,14.225,68.10375,9.9375,14.8454545454545,71.5890909090909,10.0181818181818,16.0913228659353,69.1996353436459,10.2527336403886
"Cordoba",14,"2020-03-17",8.68477954070288,43.21,96.32,20.18,17.094,56.8569469026339,0,14.5,66.7975,10.0125,14.8636363636364,71.7709090909091,9.63636363636363,16.2083635659101,73.7426762626016,10.0012856666926
"Cordoba",14,"2020-03-18",9.96195300257095,43.21,96.32,20.18,17.094,56.8569469026339,0,14.825,67.0225,10.5,14.7272727272727,70.4254545454545,9.74545454545454,16.0101670050733,76.4543836426607,9.40111541526387
"Cordoba",14,"2020-03-19",12.8994519648675,43.21,96.32,20.18,17.094,56.8569469026339,0,15.375,70.14,10.2875,14.8909090909091,70.8654545454545,9.52727272727273,15.3418324281109,76.7217699911353,8.83739249784863
"Cordoba",14,"2020-03-20",15.9646682733509,43.21,96.32,20.18,17.094,56.8569469026339,0,15.95,71.96,9.75,15.6181818181818,69.9118181818182,9.48181818181818,14.938176246967,74.8418491471746,8.58047948218705
"Cordoba",14,"2020-03-21",18.2635805047134,43.21,96.32,20.18,17.094,56.8569469026339,0,15.7,72.63875,9.4375,15.8727272727273,70.7327272727273,8.88181818181818,15.1877026323323,71.6095833747157,8.40544848336468
"Cordoba",14,"2020-03-22",22.9891223136253,43.21,96.32,20.18,17.094,56.8569469026339,0,15.75,73.64125,9.0875,16.0363636363636,72.2436363636364,8.68181818181818,15.5455491847954,70.06559735357,8.00875966372378
"Cordoba",14,"2020-03-23",24.3940131216801,43.21,96.32,20.18,17.094,56.8569469026339,0,15.9375,72.565,8.925,15.5909090909091,75.0109090909091,8.38181818181818,15.5853519704772,71.4656729637106,7.768263348879
"Cordoba",14,"2020-03-24",29.8858590077128,43.21,96.32,20.18,17.094,56.8569469026339,0,15.6375,73.4,8.375,15.1909090909091,76.9545454545454,8.40909090909091,15.2252416719822,75.1438565323101,7.75557449216156
"Cordoba",14,"2020-03-25",37.1657477403608,43.21,96.32,20.18,17.094,56.8569469026339,0,15.3625,75.20625,8.175,14.8363636363636,78.6409090909091,8.15454545454545,14.7471815097678,79.0435043437505,7.86343370775846
"Cordoba",14,"2020-03-26",44.5733538191957,43.21,96.32,20.18,17.094,56.8569469026339,0,15.1,75.78125,7.75,14.8727272727273,77.0527272727273,8.18181818181818,14.4515717816297,80.9153007225666,8.08157770977012
"Cordoba",14,"2020-03-27",45.8505272810637,43.21,96.32,20.18,17.094,56.8569469026339,0,14.7,75.48125,7.725,14.7454545454545,75.1709090909091,8.20909090909091,14.4323815289913,80.0437381729983,8.5303404622048
"Cordoba",14,"2020-03-28",54.1521547832062,43.21,96.32,20.18,17.094,56.8569469026339,0,14.4625,76.24375,7.975,14.8454545454545,74.7072727272727,8.58181818181818,14.6731437903673,77.8869592176379,8.98107671218208
"Cordoba",14,"2020-03-29",60.4103047463597,43.21,96.32,20.18,17.094,56.8569469026339,0,15.025,76.135,8.35,14.9727272727273,75.0345454545455,8.51818181818182,14.9522259460334,75.9504850972651,9.20295325423056
"Cordoba",14,"2020-03-30",73.0543220188536,43.21,96.32,20.18,17.094,56.8569469026339,0,15.175,76.06,8.475,14.9545454545455,74.75,8.8,14.827453587284,74.5156827117536,9.24436595656276
"Cordoba",14,"2020-03-31",84.4211658294795,43.21,96.32,20.18,17.094,56.8569469026339,0,14.8875,78.55375,8.5125,14.5454545454545,76.7727272727273,8.88181818181818,14.5457442628709,73.4380432266985,9.4458255532907
"Cordoba",14,"2020-04-01",87.7418168303364,43.21,96.32,20.18,17.094,56.8569469026339,0,14.4625,78.55375,8.9375,14.4545454545455,78.1454545454545,9.14545454545454,14.4222382962868,73.4944349123637,9.64275778757733
"Cordoba",14,"2020-04-02",92.9782280239955,43.21,96.32,20.18,17.094,56.8569469026339,0,14.2625,77.0875,9.25,14.3636363636364,79.0727272727273,8.64545454545454,14.4146422330073,75.7324968838819,9.2476065695767
"Cordoba",14,"2020-04-03",99.8749647180831,43.21,96.32,20.18,17.094,56.8569469026339,0,14.5,74.9875,9.6125,14.4545454545455,78.3363636363636,8.68181818181818,14.4349863039839,78.8280258334823,8.38611141575732
"Cordoba",14,"2020-04-04",113.923872798632,43.21,96.32,20.18,17.094,56.8569469026339,0,14.625,75.0375,9.3875,14.4,78.1545454545454,8.81818181818182,14.3302505960015,81.2861608262947,7.8612584714454
"Cordoba",14,"2020-04-05",124.39669518595,43.21,96.32,20.18,17.094,56.8569469026339,0,14.7125,75.8,8.85,14.4181818181818,77.7363636363636,9.05454545454545,14.1256320512495,82.7002624516119,8.02219280185611
"Cordoba",14,"2020-04-06",133.5923441114,43.21,96.32,20.18,17.094,56.8569469026339,0,14.525,77.54625,8.4375,14.3363636363636,78.4518181818182,8.93636363636364,13.9952499626557,82.7994555075294,8.51818810096527
"Cordoba",14,"2020-04-07",134.741800227081,43.21,96.32,20.18,17.094,56.8569469026339,0,14.225,79.58375,8.5625,14.3363636363636,78.97,8.95454545454546,14.0440338811837,81.8009892352147,9.0092616740773
"Cordoba",14,"2020-04-08",136.529843073697,43.21,96.32,20.18,17.094,56.8569469026339,0,13.875,80.40875,8.625,14.2727272727273,80.4518181818182,8.8,14.2966464745703,80.8765356906897,9.25974107598022
"Cordoba",14,"2020-04-09",138.445603266499,43.21,96.32,20.18,17.094,56.8569469026339,0,14.15,80.83375,8.925,14.9454545454545,81.1427272727273,8.98181818181818,14.8745240218893,81.0860758615283,9.27893175071572
"Cordoba",14,"2020-04-10",142.532558344477,43.21,96.32,20.18,17.094,56.8569469026339,0,14.325,81.8625,8.6875,15.3363636363636,81.9636363636364,8.93636363636364,15.7593442937669,81.4311512207914,9.30873255553597
"Cordoba",14,"2020-04-11",145.086905268213,43.21,96.32,20.18,17.094,56.8569469026339,0,14.5125,83.6125,8.4,15.5636363636364,82.9090909090909,8.54545454545454,16.5780329470152,81.2961114431072,9.3624898381732
"Coru̱a, A",15,"2020-03-13",1.21796321751083,46.92,92.37,19.14,22.463,144.568800501142,0,13.1375,89.175,4.0125,13.3090909090909,89.2272727272727,3.85454545454545,13.1284709322066,88.2363778301068,4.83991412413926
"Coru̱a, A",15,"2020-03-14",3.65388965253249,46.92,92.37,19.14,22.463,144.568800501142,0,13.0375,89.175,4.8125,13.1272727272727,89.5454545454545,3.64545454545455,13.2963403770275,88.757793379991,3.9493633279726
"Coru̱a, A",15,"2020-03-15",7.04678718702695,46.92,92.37,19.14,22.463,144.568800501142,0,13.375,89.65,4.2625,13.1727272727273,89.4818181818182,3.80909090909091,13.2152113722695,89.1755581556011,3.17349310716083
"Coru̱a, A",15,"2020-03-16",10.5266820942008,46.92,92.37,19.14,22.463,144.568800501142,0,13.525,88.9875,4.2375,13.1,88.3818181818182,4.51818181818182,12.9169870599141,88.7494501938605,3.35425148018425
